Term	Overlap	P.value	Adjusted.P.value	Gene_count	Gene_ratio	Genes
Metastatic Prostate Carcinoma	33/241	6.05774070060477e-06	0.000299425468915607	33	0.136929460580913	CDKN1B;SATB1;PROS1;HSPB3;CLU;FGF2;EDNRA;GLIPR1;MYC;KDR;CYP1B1;PDLIM5;MAP3K5;CAVIN1;CAV1;VEGFC;VEGFD;NGF;KLF4;HSPG2;ASPN;TGFBR2;AR;KLF6;DLC1;SPARCL1;SNAI2;FOSB;ERG;GAS6;FMOD;ENG;DDR2
Pelvic Organ Prolapse	11/37	6.12498921149996e-06	0.000300602307401275	11	0.297297297297297	DPP6;MMRN1;CALD1;ELN;TPM1;CPE;THBS1;ACTG2;FBLN5;DCN;ATF3
Cerebrovascular Disorders	27/178	6.25946263154415e-06	0.000305038601480884	27	0.151685393258427	ACVRL1;CX3CR1;NRP1;ELN;FLT4;HBB;PKD2;LTC4S;ANTXR1;PKD1;THSD1;THBD;CTSG;BCHE;MEF2C;SMAD3;VCAM1;APOA1;SELE;TGFBR2;SELP;ACTA2;TUBB2A;PECAM1;TEK;FBN1;ENG
Angiogenic Switch	16/75	6.39050357703821e-06	0.000309246746525206	16	0.213333333333333	CRISP2;EGR1;IGFBP4;TRPC4;EPAS1;VEGFC;VEGFD;GAB2;NR2F2;THBS2;FGF2;THBS1;DKK3;RGS5;ZFP36;CXCL12
Fibrosis	26/169	7.11409447151698e-06	0.000341871762103455	26	0.153846153846154	CX3CR1;NPR1;FGF2;THBS1;ACTG2;NR3C2;ADCY5;FGF7;CCND2;PDGFD;LEPR;NCAM1;WNT4;MAPK3;PDGFRB;PDGFRA;EGR1;CAV1;PRKCA;KLF15;DCN;TGFBR2;CXCL12;WT1;SSPN;MATN2
Muscular Dystrophies, Limb-Girdle	18/93	7.38824377689114e-06	0.00035259756507646	18	0.193548387096774	RIPOR2;LAMA2;FHL1;PYGM;POMGNT2;SYNE1;DES;SGCA;CALD1;COL6A2;COL6A1;SSPN;COL6A3;DMD;NCAM1;FLNC;LIMS2;RBMS3
Myeloid Leukemia, Chronic	84/876	8.08640682352008e-06	0.000380490364124599	84	0.0958904109589041	SNAP25;CNTNAP1;CD40;NRP2;CDKN1B;CITED2;ITGB3;WT1-AS;TRH;SLC2A4;PKD2;ETS1;FGF2;NR3C2;AKAP12;CCND2;SLC22A17;MYC;MRC1;LEPR;KDR;ANXA6;TIMP2;CD34;JUNB;AGFG2;TGM2;PDGFRB;PDGFRA;FOS;GAB2;TNFRSF1B;NGF;GEM;HIC1;TGFBR2;SFRP1;SETBP1;TAL1;CRY2;PECAM1;CDH13;ERG;ATF3;CES1;ABCG2;ABCB1;EPAS1;LAMA4;LTC4S;FOXO1;ABO;SOCS2;MAP6;CD59;MYH11;NCAM1;CCL19;PDLIM5;RUNX1T1;MAPK3;STAT5A;EGR1;STAT5B;CAVIN1;CCL21;ZBTB16;TIE1;CAV1;FZD7;FN1;KLF4;SELP;PER1;CXCL12;PER3;WT1;AXL;PMP22;TCF4;CHPT1;TEK;NES;CD200
Gastrointestinal Stromal Tumors	40/323	8.12982683816915e-06	0.000380490364124599	40	0.123839009287926	ABCB1;PRUNE2;SLC2A4;ETS1;FGF2;GLI3;GLI2;RAB23;BOC;SLITRK3;KDR;RBPMS2;CYP1B1;DMD;FYN;PDLIM5;CD34;CDON;PDGFRB;CA11;PDGFRA;KIRREL1;CRTAP;IGFBP5;INSR;TIE1;CLEC11A;HSPG2;TGFBR2;DES;AXL;WT1;SNAI2;KCTD12;TEK;NES;HBEGF;ENG;ABCG2;RBMS3
LATERAL MENINGOCELE SYNDROME	12/45	8.13765518647986e-06	0.000380490364124599	12	0.266666666666667	MYOCD;DES;CALD1;ELN;CFL2;SLMAP;CASQ2;DMD;GAS6;CD34;ACTG2;MYLK
Juvenile psoriatic arthritis	25/161	8.98296256554552e-06	0.000417195308413255	25	0.15527950310559	BTG1;PROS1;FAXDC2;LRRK2;TFPI;CLU;LPP;THBS1;CALD1;PGM5;EGR1;JUN;SMAD3;FNBP1;DUSP1;FOS;KLF4;GNG11;NR4A2;PER1;NR4A3;TUBB2A;FOSB;MYZAP;HBEGF
Hyperactive behavior	71/709	9.75447146818597e-06	0.000448155299033572	71	0.100141043723554	SNAP25;CD40;IRS1;LRRK2;STON1;ADARB1;TRH;SLC2A4;NR3C1;FGF2;PKD1;CA3;MYC;RPS6KA2;KDR;CYP1B1;AASS;TGM2;CCBE1;MEF2C;DUSP1;MITF;FOS;TACR1;NGF;MID2;AR;PRKAR1A;FEZ1;DPYD;SLCO2A1;SLC9A9;CDH13;CRYAB;SHANK3;ABCG2;SLC22A3;ABCB1;NFIX;HLF;MAOA;ADCY8;NTS;ADCY5;REM1;GRK5;FLNA;MAP6;SNCG;DMD;PDLIM7;MAPK3;BCHE;STAT5B;GABBR1;SMAD3;APOBEC3G;TIPARP;CAV1;PBX1;BICC1;NR4A2;SELP;SMOC2;PER1;FABP3;CXCL12;DES;PMP22;CHPT1;TEK
Observation of Neuromuscular Block	8/20	9.77911129394067e-06	0.000448155299033572	8	0.4	EDNRA;RGS2;PPP1R12A;PLN;HSPB6;AXL;TPM1;CD59
Leukemia, Myelocytic, Acute	143/1703	1.00696381599665e-05	0.000451421606732663	143	0.083969465648855	MRGPRF;NR3C1;ETS1;FGF2;RGS2;CCND2;MPRIP;MYC;LEPR;KDR;CYP1B1;JUNB;AGFG2;PRIMA1;KCNH2;PDGFRB;TLE4;PDGFRA;MEF2C;RBFOX2;CD93;FNBP1;PRKCA;LIFR;P3H3;GEM;HIC1;AR;TIAM1;SFRP1;PRKAR1A;SBDS;TXNIP;ERG;PLA2R1;CES1;ABCG2;SLC22A3;ABCB1;EPAS1;TWIST2;FOXO4;LPP;FOXO1;ABO;ZFP36L2;SOCS2;DPP6;RRAS;MAP3K20;IGFBP7;MYH11;STAT5A;STAT5B;EGR1;JUN;SMAD3;APOBEC3G;FZD4;ZBTB16;CAV1;INSR;FN1;PBX3;SELE;FLI1;PBX1;BST1;NR4A1;CXCL12;NR4A3;FES;ID4;FXYD6;FXYD5;CD200;NRP1;CNTNAP1;NRP2;CD40;ROBO4;BTG1;CDKN1B;THRA;CPQ;CITED2;FLT4;ELN;WT1-AS;LDB3;TRH;AKAP12;THBD;GLIPR1;ADGRE5;ANXA6;TIMP2;TIMP3;CTSG;CD34;ZNF521;EGFL7;DUSP1;FOS;GAB2;TNFRSF1B;NGF;ITPKB;ZEB2;TUBB2A;SETBP1;TAL1;IL3RA;GAS6;RBMS3;LRP1;SATB1;NT5E;EFS;PLN;FYN;CD59;NCAM1;PDLIM5;JAM3;RUNX1T1;RPRM;MAPK3;BCHE;SVIL;GSN;TIE1;VEGFC;KLF4;KLF6;MEIS1;MIR145;WT1;AXL;FOSB;CHPT1;TEK;SSBP2
Congenital diaphragmatic hernia	18/95	1.00760575955668e-05	0.000451421606732663	18	0.189473684210526	ELN;INSR;GATA6;NR2F2;FBLN5;RGMA;FGF7;EFEMP2;EDNRB;DES;WT1;ALDH1A2;TCF4;TEK;ZFPM2;EDIL3;FREM1;WNT4
Sciatic Neuropathy	18/95	1.00760575955668e-05	0.000451421606732663	18	0.189473684210526	PDGFRB;CX3CR1;NLGN3;PDGFRA;NGFR;CDKN1B;KCNJ8;CAV1;APOA1;PLAT;GFRA1;ABCC9;TNFRSF1B;NTS;RGMA;MAG;PMP22;JAM3
Pulmonary Emphysema	31/225	1.01113221161218e-05	0.000451421606732663	31	0.137777777777778	CX3CR1;CD40;EPAS1;ELN;LTBP4;FBLN5;FGF7;EFEMP2;ABI3BP;KDR;TIMP2;MAN1C1;CYP1B1;TIMP3;IGFBP7;A2M;JUNB;MAPK3;EGR1;JUN;SMAD3;IGFBP5;CAV1;APOA1;FOS;TGFBR3;SFRP1;KLF9;SERPING1;FOSB;FBN1
Congenital Abnormality	63/607	1.02182537499057e-05	0.000453271256085561	63	0.103789126853377	ACVRL1;NRP1;THRB;CITED2;PLAT;ETS1;GLI3;FGF7;ZFP36;ADAMTS1;MYC;CYP1B1;CD34;TSPYL2;MEF2C;EGFL7;PRKCA;FOXL2;LIFR;AR;ZEB2;ZEB1;HAND2;DPYD;KCNMA1;PECAM1;COL4A6;GAS1;PGR;MASP1;ATF3;ENG;RBMS3;ABCB1;ADH1B;STXBP1;GATA6;CHRD;GATA5;HSD17B6;FOXO1;PDLIM3;EFS;PDPN;FLNA;MAPK3;PRNP;INSR;PBX3;NR2F2;KLF4;FLI1;PBX1;TBX3;KLF6;MEIS1;TEF;WT1;PMP22;TCF4;SPRY1;TEK;FBN1
Liver neoplasms	116/1321	1.05411049955078e-05	0.000464614309356139	116	0.0878122634367903	EPHB6;CLSTN2;IRS1;PLAT;IRS2;ADARB1;NR3C1;CLDN1;FGF2;CLU;MYC;LEPR;KDR;PDK4;CYP1B1;JUNB;MAP3K5;PDGFRA;SERPINF1;MIR27B;PRKCA;LIFR;HSPG2;DKK3;AR;OLFM1;SFRP4;TIAM1;SFRP1;SELENOM;PRKAR1A;SELENOP;SERPING1;ATF3;ABCB1;RRAD;NDRG2;NTS;FOXO1;ABO;CALD1;PDGFD;A2M;STAT5A;GGT5;STAT5B;EGR1;JUN;SMAD3;APOBEC3G;CAV1;INSR;FN1;PBX3;NR2F2;GADD45G;CXCL12;TCF4;SNAP25;NRP1;ROBO3;CDKN1B;THRA;FLT4;HBB;HSPB3;SLC2A4;GLI2;GHR;CA3;MRC1;TIMP2;TIMP3;PRKG1;DUSP1;TRPC1;APOA1;FOS;ZEB2;ZEB1;MMRN1;HAND2;DPYD;ALDH1A1;RGN;ITGA7;CDH13;PDE5A;ANGPTL1;HBEGF;RBMS3;HLF;SATB1;ADH1B;HSD17B6;THBS2;TFPI;THBS1;FSTL3;PDLIM3;SNCG;CD59;PDLIM7;MAPK3;LINGO2;PLA2G2A;VEGFD;SORBS1;LYVE1;TBX3;ENOX1;KLF6;WT1;DLC1;FOSB;CHPT1
Secondary malignant neoplasm of liver	55/508	1.1193471628345e-05	0.000490245719418656	55	0.108267716535433	PAGE4;NRP1;IRS1;TGFB1I1;FLT4;HBB;CLU;ELK3;FGF7;EDNRA;MYC;DPYSL3;TIMP2;KDR;TIMP3;CD34;TGM2;PDGFRB;SRGN;SERPINF1;GAB2;TNFRSF1B;TM4SF1;AR;KAT2B;TIAM1;ZEB2;ZEB1;MMRN1;DPYD;PECAM1;SPARCL1;ATF3;ABCG2;SLC22A3;ABCB1;CALD1;S1PR1;FLNA;SNCG;NCAM1;SLIT2;RUNX1T1;MAPK3;GSN;APOBEC3G;FN1;SELE;NR4A2;SMOC2;CXCL12;AXL;CPE;TEK;NES
Aortic Aneurysm	18/96	1.17240105359566e-05	0.000507063455680121	18	0.1875	TSPYL2;AOC3;SMAD3;ELN;FOXO4;KLF4;KLF15;THBS1;FBLN5;MYLK;TGFBR2;ACTA2;EFEMP2;MIR145;CTSK;PDPN;MYH11;FBN1
Idiopathic pulmonary hypertension	18/96	1.17240105359566e-05	0.000507063455680121	18	0.1875	ACVRL1;STAT5A;STAT5B;CLIC4;TRPC1;CAV1;FHL1;HTR2B;FGF2;DCN;TGFBR2;TGFBR3;AR;EDNRB;CYP1B1;PDE5A;ENG;MAPK3
Osteosarcoma	100/1103	1.22155717219566e-05	0.000523338613156441	100	0.0906618313689937	IRS1;PLAT;NR3C1;CLU;FGF2;ACTG2;AQP1;EFEMP2;EDNRA;EFEMP1;EDNRB;MYC;KDR;MAP3K5;PDGFRB;PDGFRA;IGFBP5;IL11RA;SERPINF1;P3H3;FOXP2;HIC1;DKK3;TIAM1;CCDC80;PRKAR1A;SLC22A3;ABCB1;EPAS1;TWIST2;FOXO1;HSD11B1;CNN1;APOD;IGFBP7;EGR1;PRNP;JUN;EGR2;TIPARP;CAV2;CAV1;FN1;CXCL12;TMEM119;SNAI2;FXYD6;NES;FBN1;NRP2;CLIC4;CDKN1B;CPQ;CITED2;FLT4;ITGB3;TCF21;PTH1R;SLC2A4;HSPB3;PKD1;GLI3;GLI2;GHR;ADAMTS1;CTSK;TIMP2;TIMP3;EMILIN1;MYOCD;DUSP1;FOS;TACR1;DCN;ACTA2;ZEB2;ZEB1;KCNMA1;ALDH1A1;CRYAB;ENG;HDAC5;LRP1;SATB1;THBS1;PDLIM7;MAPK3;GSN;VEGFC;KLF4;TBX2;KLF6;DES;MIR145;WT1;AXL;NEURL1;PMP22;CHPT1;RECK
Psychotic Disorders	39/317	1.22515686895005e-05	0.000523338613156441	39	0.123028391167192	PRDM8;SLC22A3;SNAP25;CD40;ABCB1;MAOB;MAOA;ADH1B;ADARB1;CACNA1C;NR3C1;NTS;ELK3;NRGN;GHR;HRH1;DPYSL2;LEPR;NDP;TPPP;CD34;SNCA;APOBEC3C;KCNH2;PDGFRB;EGR1;PRNP;GADD45B;NPY1R;PRKCA;HLA-E;PRKAR1A;FEZ1;TCF4;CHPT1;CPVL;ITM2B;FKBP5;FBN1
Conduction disorder of the heart	16/79	1.28904462954232e-05	0.00054725084886091	16	0.20253164556962	CTF1;LAMA4;FHL1;TPM1;NEXN;LDB3;ABCC9;SYNE1;PDLIM3;PLN;DES;TMEM43;DMD;FLNC;CRYAB;VCL
LIMB-MAMMARY SYNDROME	12/47	1.32446674528024e-05	0.00055547332589935	12	0.25531914893617	MYOCD;DES;CALD1;ELN;CFL2;SLMAP;CASQ2;DMD;GAS6;CD34;ACTG2;MYLK
Mitral Valve Insufficiency	12/47	1.32446674528024e-05	0.00055547332589935	12	0.25531914893617	CCND2;SMAD3;ELN;FHL1;AKT3;FLNA;MYH11;DCHS1;LMCD1;CRYAB;FBLN5;FBN1
Tetralogy of Fallot	21/125	1.3514068500016e-05	0.000563357554338017	21	0.168	TSPYL2;NRP1;MBNL1;MBNL2;CITED2;ELN;FLT4;TPM1;GATA6;PBX3;GATA5;NR2F2;PBX1;ARHGAP31;PLN;HAND2;RAB23;DMD;ZFPM2;EDIL3;FBN1
Megacystis	5/7	1.36966267553377e-05	0.000567548845191239	5	0.714285714285714	AVPR2;LMOD1;MYH11;ACTG2;MYLK
Cakut	15/71	1.40011737399954e-05	0.00057330249870277	15	0.211267605633803	TNXB;TSHZ3;HAAO;LIFR;ACTG2;GLI3;PBX1;BICC1;ACTA2;TBC1D1;ITGA8;MYH11;SPRY1;SLIT2;FREM1
Pterygium	15/71	1.40011737399954e-05	0.00057330249870277	15	0.211267605633803	LRP1;ELN;FN1;VEGFC;LYVE1;FBLN5;EFEMP1;CXCL12;MIR145;MYC;KDR;TIMP2;PECAM1;HBEGF;FBN1
Insulin Sensitivity	13/55	1.44706414376647e-05	0.000589040227933177	13	0.236363636363636	CTF1;IRS1;INSR;IRS2;SLC2A4;ACACB;HSD11B1;AR;NR4A1;NR4A3;SELENOP;LEPR;CPE
Congenital torticollis	6/11	1.51733776421267e-05	0.000614033761891911	6	0.545454545454545	COL6A2;ELN;COL6A1;COL6A3;MEOX1;ASPN
Left-Sided Heart Failure	21/126	1.53264206128689e-05	0.000616621108378213	21	0.166666666666667	CFD;SMAD3;NPR1;EPHX2;ELN;AVPR2;HTR2B;PLAT;SOD3;FBLN5;NR3C2;MYLK;TGFBR2;ACTA2;MFAP5;EDNRA;EDNRB;PRKAR2B;MYH11;PRKG1;FBN1
Thrombosis	18/98	1.57612466234543e-05	0.000630449864938174	18	0.183673469387755	EGR1;F10;PROS1;ITGB3;PTGER3;PLAT;TFPI;KLF4;DCN;KLF2;SELP;PROCR;THBD;F8;LEPR;PECAM1;GAS6;ENG
Fibrosarcoma	37/298	1.6548745544932e-05	0.000658145512476607	37	0.124161073825503	CD40;ABCB1;PLAT;HSPB3;NR3C1;CLU;FGF2;THBS1;AKAP12;RRAS;ADGRE5;TIMP2;MAP3K20;FLNA;TPSAB1;PDLIM5;JUNB;MAP3K5;TGM2;PDGFRB;EGR1;JUN;CAV1;FN1;VEGFC;FOS;TNFRSF1B;HSPG2;FLI1;FOSB;CPE;TEK;NES;RECK;ANGPTL1;HSPA1A;ABCG2
Noninfiltrating Intraductal Carcinoma	36/287	1.71317279995625e-05	0.000677437472896985	36	0.125435540069686	SLC22A3;NRP1;CDKN1B;IRS1;PTGER2;IRS2;HSPB3;CLDN1;CLU;MRC2;CCND2;MYC;LEPR;SNCG;IGFBP7;SLIT2;CD34;STAT5A;STAT5B;CBX7;GSN;TIPARP;CAV1;TIE1;GAB2;SULF2;AR;SFRP1;CXCL12;ALDH1A1;NEURL1;PECAM1;CDH13;PGR;DDR2;RBMS3
Glaucoma	44/381	1.74925444116289e-05	0.000687775041639045	44	0.115485564304462	PTGFR;CRISP2;CDKN1B;ELN;PTGER2;PTGER3;CRMP1;LTBP2;NR3C1;ANTXR1;CLU;THBS1;MYLK;ADAMTSL1;EDNRA;EDNRB;CCND2;CYP1B1;SNCG;NCAM1;NDP;TGM2;MAPK3;TUB;CCBE1;NGFR;MYOC;CAV2;CAV1;RFTN1;FN1;PLXDC2;NGF;POMGNT2;TGFBR3;CLDN5;SFRP1;MMRN1;WT1;MGP;TXNIP;MASP1;TEK;FBN1
Insulin Resistance	16/81	1.79575632161331e-05	0.000702069703139217	16	0.197530864197531	CTF1;CAVIN1;IRS1;CAV1;INSR;IRS2;SLC2A4;FOS;ACACB;HSD11B1;AR;NR4A1;NR4A3;SELENOP;LEPR;CPE
Aortic Aneurysm, Thoracic	18/99	1.82123306636889e-05	0.000708029933667006	18	0.181818181818182	ACVRL1;SMAD3;ELN;FN1;GATA5;PKD2;PKD1;MYLK;TGFBR2;ACTA2;MFAP5;EFEMP2;TIMP3;MYH11;EMILIN1;PRKG1;FBN1;ENG
Juvenile-Onset Still Disease	25/168	1.90691132853355e-05	0.000737197005220791	25	0.148809523809524	BTG1;PROS1;FAXDC2;LRRK2;TFPI;CLU;LPP;THBS1;CALD1;PGM5;EGR1;JUN;SMAD3;FNBP1;DUSP1;FOS;KLF4;GNG11;NR4A2;PER1;NR4A3;TUBB2A;FOSB;MYZAP;HBEGF
Malignant mesothelioma	40/335	1.93034738397418e-05	0.00074211132761674	40	0.119402985074627	NRP1;NRP2;ABCB1;CDKN1B;TNXB;LTBP2;FGF2;GLI2;THBD;CCND2;EFEMP1;CSRP1;PDGFD;PDPN;KDR;TIMP2;PDLIM7;TNS1;MAPK3;NGFR;JUN;CCL23;VCAM1;MCAM;CLEC11A;FN1;VEGFC;APOA1;NGF;TNFRSF1B;SMARCA2;DKK3;AR;EID1;ZEB2;ZEB1;CXCL12;WT1;TXNIP;ATF3
Essential Hypertension	35/278	2.0615961989927e-05	0.000788190370001629	35	0.12589928057554	PTGFR;CTF1;CALCRL;IRS1;NPR1;ELN;PTGER2;NPR2;GATA5;HSD17B6;CACNA1C;NR3C1;ABO;SLC8A1;MYLK;NR3C2;SYNE1;RGS5;EDNRA;RGS2;LEPR;EMILIN1;KCNH2;PTGIS;INSR;AVPR1A;TNFRSF1B;SELE;SOD3;TGFBR2;SELP;FABP3;NR4A3;RAMP1;FBN1
Cardiovascular Abnormalities	12/49	2.09529825368758e-05	0.00079667384151198	12	0.244897959183673	CX3CR1;TIAM1;ELN;COL6A2;COL6A1;COL6A3;ABCC9;PKD2;PKD1;HIC1;FLI1;FBN1
Cirrhosis	48/433	2.17869511149219e-05	0.00082385629352601	48	0.110854503464203	ABCB1;ADH1B;NPR1;SLC2A4;HSPB3;TFPI;CLU;THBS1;GLI2;ADCY5;AQP1;GHR;FGF7;EDNRA;NT5E;EDNRB;CCND2;PDGFD;BOC;LEPR;SNCA;NGFR;BCHE;CAVIN2;SERPINF1;MCAM;CAV1;PLA2G2A;FN1;APOA1;NR1D2;NGF;HSPG2;SMARCA2;LYVE1;HIC1;KLF2;DCN;DKK3;KLF6;ZEB1;MMRN1;NOSTRIN;PECAM1;CDH13;SPRY1;FMOD;ABCG2
Impaired glucose tolerance	39/326	2.33736722293545e-05	0.000879053325147464	39	0.119631901840491	CRISP2;ADH1B;IRS1;ELN;IRS2;SLC2A4;NR3C1;THBS1;FOXO1;MYLK;NR3C2;HSD11B1;GHR;C1QTNF7;LEPR;CYP1B1;MAP6;ENPP1;CD59;PRKG1;TGM2;MAPK3;SRGN;KLF11;PTPRN2;SERPINF1;INSR;CAV1;RARRES2;FN1;APOA1;HBA2;TNFRSF1B;SELE;KAT2B;PPP1R3C;TXNIP;PGR;GAS6
Keloid	25/171	2.59194422048811e-05	0.00096571128394981	25	0.146198830409357	TPSB2;TAGLN;ELN;PTGER2;DPT;HSPB3;NR3C1;FGF2;IGFBP7;SMAD3;IGFBP5;IL11RA;SERPINF1;TPM1;FN1;GAB1;ADAM33;FOXL2;DCN;ASPN;DKK3;SFRP1;MMRN1;MMP19;ABCG2
Diabetic Retinopathy	32/247	2.59779850992864e-05	0.00096571128394981	32	0.129554655870445	COLEC12;NRP1;CD40;FLT4;NID1;CLDN1;FGF2;THBS1;REM1;KDR;TIMP3;CD59;CTSF;CD34;MAPK3;VCAM1;SERPINF1;FN1;MIR27B;VEGFC;APOA1;SORBS1;PLXDC2;SELE;SELP;MMRN1;SLMAP;PECAM1;SERPING1;TXNIP;CPVL;ENG
Erythroblastosis	12/50	2.60965332512449e-05	0.00096571128394981	12	0.24	AR;JUN;GSN;THRA;PROS1;CAV1;KDR;NPTN;FOSB;FOS;ETS1;JUNB
Polycystic Kidney, Autosomal Dominant	24/161	2.69838134405056e-05	0.000993233984086695	24	0.149068322981366	STAT5A;STAT5B;POSTN;JUN;PDE1B;PTGER2;AVPR2;HBA2;FOS;PKD2;PKD1;BICC1;DKK3;SFRP4;EDNRA;FGF7;EDNRB;CALD1;MYC;ITGA8;FOSB;CD59;JUNB;FBN1
Pathologic Neovascularization	7/17	2.87774850323951e-05	0.00105341295336106	7	0.411764705882353	NRP1;ZEB1;KDR;NDP;TEK;CLU;JAM3
Pituitary Adenoma	36/294	2.89231880258093e-05	0.00105341295336106	36	0.122448979591837	SYNM;CDKN1B;CTF1;NPR2;ARRB1;TRH;HSPB3;NR3C1;NTS;NDRG2;FGF2;GHR;EFEMP1;MYC;MRC1;TIMP2;LEPR;FYN;NCAM1;CD34;CHGB;MAPK3;EGFL7;SMAD3;FN1;PRKCA;GFRA1;FOXL2;GADD45G;SFRP4;CXCL12;PRKAR1A;CDH13;NES;RECK;VAMP2
Endometrial Carcinoma	79/840	2.97319984724358e-05	0.00107720120120029	79	0.094047619047619	CRISP2;CDKN1B;FLT4;ARRB1;PLAT;HSPB3;NR3C1;ETS1;CLU;FGF2;AQP1;JPH4;FGF7;EFEMP1;EDNRB;ADAMTS1;MYC;MRC1;LEPR;KDR;TIMP2;CYP1B1;TIMP3;TRIM22;KCNH2;PDGFRB;TSPYL2;IGFBP5;SERPINF1;CIRBP;COPZ2;PRKCA;ABCC9;FOS;DCN;DKK3;TGFBR2;AR;ZEB1;HAND2;KCNMA1;CDH13;PGR;GAS6;SLC22A3;ABCB1;LRP1;HTRA3;HAAO;HSD17B6;NID1;THBS2;LPP;THBS1;FOXO1;SOCS2;TCEAL7;NT5E;PDGFD;SNCG;IGFBP7;IGFBP6;WNT4;JAZF1;MAPK3;EGR1;STARD13;HAND2-AS1;TNFSF12;CAV1;INSR;PER1;DAB2;CXCL12;MIR145;KLF9;NEURL1;TCF4;NES
Vascular inflammations	22/142	3.15018595371403e-05	0.00113537952081776	22	0.154929577464789	VCAM1;DUSP1;EPHX2;RARRES2;ELN;TSC22D3;KLF4;ETS1;KLF15;NR3C2;NR4A1;THBD;KAT2B;ZFP36;PECAM1;S1PR1;TIMP3;CCL19;SLIT2;TEK;ENG;RBMS3
Bicuspid aortic valve	12/51	3.23034470541257e-05	0.00115740279072359	12	0.235294117647059	ACTA2;ARHGAP31;ELN;GATA6;FN1;ENPP1;GATA5;FLNA;ABCC9;MYH11;TGFBR2;ENG
Stage IV Bladder Cancer AJCC v6	8/23	3.2447419277511e-05	0.00115740279072359	8	0.347826086956522	SLC22A3;ABCB1;MIR145;CAV1;AKT3;FOXO1;ATF3;GLI2
Idiopathic Pulmonary Fibrosis	43/379	3.32439859657378e-05	0.00117973529683541	43	0.113456464379947	PTGFR;SLC22A3;CD40;TAGLN;TTYH1;GATA6;CRMP1;PKD2;FGF2;PKD1;GLI2;NT5E;FGF7;PLN;CSRP1;ENPP2;TIMP3;STX2;CD34;TIMP4;PDGFRB;EGR1;IL33;VCAM1;CCL21;IGFBP5;CAV1;FN1;APOA1;VEGFD;TNFRSF1B;SOD3;DCN;SULF2;TGFBR2;CXCL12;NR4A3;MIR145;MMRN1;SNAI2;MMP19;CRYAB;FBN1
Increase in blood pressure	25/174	3.49188594410584e-05	0.00123284952720471	25	0.14367816091954	ACVRL1;ELN;GATA5;NR3C1;PKD2;PKD1;CACNA1H;NR3C2;MYLK;ENPP1;MYH11;PDE8B;PRKG1;SMAD3;FN1;APOA1;TGFBR2;ACTA2;TGFBR3;MFAP5;PRKAR1A;WT1;ITGA8;FBN1;ENG
Chronic Kidney Diseases	43/380	3.53948642162253e-05	0.00124331198160548	43	0.113157894736842	CX3CR1;CD40;ABCB1;CDKN1B;CITED2;ELN;MRGPRF;IRS2;HSD17B6;PKD2;PKD1;GLI2;NR3C2;GHR;NT5E;SOX18;KCNMB1;KDR;CD59;AOC3;EGR1;POSTN;MYOCD;RBFOX2;SMAD3;VCAM1;INSR;RARRES2;AVPR2;MITF;NGF;DKK3;DAB2;CXCL12;MIR145;MMRN1;WT1;MGP;PECAM1;CD248;ATF3;HSPA1A;ABCG2
Inflammation	47/429	3.55900207661988e-05	0.00124385325102069	47	0.10955710955711	CD40;ABCB1;SETD7;PLAT;CACNA1C;NR3C1;CLU;FGF2;THBS1;NR3C2;THBD;FGF7;ZFP36;HRH1;APOD;CTSG;NCAM1;CCL19;TPSAB1;TIMP4;TGM2;PDGFRB;EGR1;IL33;SMAD3;VCAM1;CCL21;SERPINF1;TNFSF12;FN1;APOA1;VEGFC;NGF;CYP7B1;SELE;KLF2;SELP;BST1;PROCR;CXCL12;PECAM1;SERPING1;TXNIP;PGR;ACKR1;CRYAB;CD200
Bladder Neoplasm	106/1217	3.6082696637962e-05	0.00125473497856632	106	0.0870994248151191	LOXL4;NR3C1;ETS1;FGF2;CLU;MYLK;NR3C2;RGS2;EDNRA;EDNRB;MYC;AKT3;LEPR;KDR;CYP1B1;JUNB;MAP3K5;PDGFRB;PDGFRA;POSTN;IGFBP5;MIR27B;PRKCA;GEM;DKK3;AR;SFRP4;SFRP1;FEZ1;TXNIP;ATF3;SLC22A3;ABCB1;EPAS1;HTRA3;ITPR1;FOXO4;NDRG2;FOXO1;PCDH17;ABO;FBLN5;CALD1;TPPP;NGFR;EGR1;JUN;MAGEE1;CAV2;FZD4;CAV1;FN1;NR4A2;DAB2;CXCL12;LPAR6;ID4;FERMT2;CD200;SNAP25;NRP1;CD40;BTG2;CDKN1B;CPQ;TCF21;HBB;HSPB3;LITAF;GLI2;THBD;GLIPR1;ADAMTS1;MRC1;TIMP2;TIMP3;EDIL3;FOS;DCN;ZEB2;ZEB1;GAS1;HBEGF;LAMA2;SATB1;ADH1B;TFPI;NT5E;PDPN;FLNA;SNCG;FYN;MAPK3;GSN;VEGFC;VEGFD;KLF4;PODN;TBX3;TBX2;MIR145;AXL;FOSB;CHPT1;RECK;HSPA1A
AURAL ATRESIA, CONGENITAL	13/60	3.90988198171492e-05	0.00134725797577523	13	0.216666666666667	AOC3;BCHE;PRNP;IL33;GSN;LRP1;HSPB8;APOA1;CLU;ELK3;HLA-E;A2M;ITM2B
Hyperplasia of supraorbital margins	9/30	3.99115440800465e-05	0.00134725797577523	9	0.3	PDGFRB;KCNJ8;CAV1;FHL1;FLNA;ABCC9;FOS;SHANK3;FREM1
