Term	Overlap	P.value	Adjusted.P.value	Gene_count	Gene_ratio	Genes
extracellular matrix organization (GO:0030198)	56/300	1.30657486819562e-14	5.04076584149872e-11	56	0.186666666666667	ECM2;COL16A1;COL14A1;ELN;ITGB3;LOXL4;FGF2;ADAMTSL1;ADAMTS5;ADAMTSL5;SH3PXD2A;ADAMTSL4;ADAMTS1;ADAMTSL3;CTSK;MMP28;KDR;TIMP2;CYP1B1;CTSG;TPSAB1;POSTN;DST;NPNT;HSPG2;DCN;COL6A2;COL6A1;COL4A6;ITGA8;PECAM1;MMP19;COL6A3;ITGA7;GAS6;DDR2;COL15A1;LAMA2;LAMA4;DPT;NDNF;NID1;THBS1;FBLN5;A2M;JAM2;JAM3;CRTAP;GSN;VCAM1;FN1;MFAP5;SMOC2;ITGA11;RECK;FBN1
extracellular structure organization (GO:0043062)	44/216	3.97407726462381e-13	6.05174159857084e-10	44	0.203703703703704	COL15A1;ECM2;COL16A1;LAMA2;COL14A1;ELN;ITGB3;LAMA4;NDNF;NID1;FGF2;THBS1;FBLN5;ADAMTSL1;ADAMTS5;ADAMTSL5;SH3PXD2A;ADAMTSL4;ADAMTS1;ADAMTSL3;MMP28;KDR;JAM2;JAM3;POSTN;VCAM1;FN1;NPNT;HSPG2;DCN;MFAP5;SMOC2;COL6A2;ITGA11;COL6A1;COL4A6;ITGA8;PECAM1;MMP19;COL6A3;ITGA7;RECK;DDR2;FBN1
external encapsulating structure organization (GO:0045229)	44/217	4.70586438458075e-13	6.05174159857084e-10	44	0.202764976958525	COL15A1;ECM2;COL16A1;LAMA2;COL14A1;ELN;ITGB3;LAMA4;NDNF;NID1;FGF2;THBS1;FBLN5;ADAMTSL1;ADAMTS5;ADAMTSL5;SH3PXD2A;ADAMTSL4;ADAMTS1;ADAMTSL3;MMP28;KDR;JAM2;JAM3;POSTN;VCAM1;FN1;NPNT;HSPG2;DCN;MFAP5;SMOC2;COL6A2;ITGA11;COL6A1;COL4A6;ITGA8;PECAM1;MMP19;COL6A3;ITGA7;RECK;DDR2;FBN1
negative regulation of cellular process (GO:0048523)	78/566	2.33649909726717e-12	2.25355337931419e-09	78	0.137809187279152	ACVRL1;RIPOR2;BTG2;BTG1;CDKN1B;TGFB1I1;FHL1;HTR2B;ADARB1;PKD2;CLU;FGF2;ETS1;RERG;PIP4P2;ADAMTS1;MYC;RPS6KA2;ANXA6;CCN5;CYP1B1;CCN4;ENPP1;DACT3;SPEG;EMILIN1;CCN2;CCN1;CD34;TNS2;TSPYL2;KLF11;PACRG;MYOCD;DUSP1;AVPR2;APOA1;P3H3;NGF;TNFRSF1B;RHOB;TGFBR3;AR;KAT2B;SFRP4;SFRP1;ALDH1A2;TXNIP;CDH13;CRYAB;PLPP1;KANK2;NPR1;FOXO4;NACC2;PDPN;IGFBP7;SLIT3;IGFBP6;APBB1;SLIT2;JAM2;APOBEC3C;CCL23;SMAD3;APOBEC3G;KLF4;PODN;SMARCA2;NR4A1;FABP3;WT1;DLC1;NEURL1;FERMT2;CD200;GSDME;HSPA1A
regulation of cell population proliferation (GO:0042127)	94/764	9.72819520531493e-12	7.506275420421e-09	94	0.12303664921466	ACVRL1;BTG2;BTG1;CDKN1B;IRS1;ELN;TGFB1I1;FLT4;HTR2B;IRS2;ADARB1;PKD2;CLU;FGF2;ETS1;RERG;FGF7;CCND2;ADAMTS1;MYC;RPS6KA2;KDR;CYP1B1;SPEG;JUNB;TNS2;PDGFRB;OSR2;PDGFRA;KLF11;MYOCD;RBFOX2;IL11RA;CLEC11A;AVPR2;LIFR;P3H3;AVPR1A;GAB2;NGF;ECRG4;TGFBR2;AR;CLDN5;KAT2B;SFRP4;TIAM1;SFRP1;ALDH1A2;CDH13;PLPP1;TSPYL5;ENG;HBEGF;KANK2;BEX4;PTGFR;CTF1;FOXO4;THBS1;GRK5;PDGFD;NACC2;PDPN;IGFBP7;IGFBP6;STAT5A;STAT5B;JUN;CCL23;INSR;IL34;FN1;VEGFC;VEGFD;KLF4;PODN;MEIS3;SMARCA2;MEIS2;TBX3;TBX2;BST1;FABP3;MEIS1;NR4A3;WT1;FES;DLC1;BCL6B;NEURL1;CD200;GSDME;HSPA1A
regulation of endothelial cell proliferation (GO:0001936)	26/92	1.19153897300286e-11	7.66159559640839e-09	26	0.282608695652174	ACVRL1;NRP1;NRP2;FLT4;ITGB3;HTR2B;PTPRM;FGF2;THBS1;AKT3;ATOH8;KDR;PPP1R16B;STAT5A;EGFL7;CAV2;CAV1;TIE1;TNFSF12;VEGFC;PRKCA;VEGFD;NR2F2;NR4A1;CDH13;TEK
regulation of angiogenesis (GO:0045765)	40/203	1.3928316346048e-11	7.67649206615045e-09	40	0.197044334975369	CD40;RAMP2;BTG1;HSPB6;NPR1;GATA6;ECSCR;PTPRM;FOXO4;THBS2;ETS1;FGF2;THBS1;AQP1;RRAS;ADGRA2;ADAMTS1;KDR;CYP1B1;EMILIN1;CD34;PPP1R16B;PTGIS;SERPINF1;TNFSF12;TIE1;GAB1;ATP2B4;VEGFC;PRKCA;VEGFD;KLF4;HSPG2;DCN;RHOB;CLDN5;SMOC2;SFRP1;RHOJ;TEK
sprouting angiogenesis (GO:0002040)	19/52	4.81176643921334e-11	2.32047436531063e-08	19	0.365384615384615	ACVRL1;NRP1;CCBE1;RAMP2;FLT4;VEGFC;PARVA;VEGFD;FGF2;THBS1;NR4A1;ADGRA2;KDR;RSPO3;CDH13;SLIT2;TEK;RECK;ENG
positive regulation of cell differentiation (GO:0045597)	45/258	5.72824019381776e-11	2.45550562974988e-08	45	0.174418604651163	ACVRL1;CRB2;RIPOR2;BTG1;TGFB1I1;GATA5;CREBL2;MEDAG;ZFP36;RRAS;GLIPR2;PDPN;BOC;KDR;CCN4;CCN2;CCN1;CD34;CDON;CMKLR1;WNT4;MEF2C;SMAD3;RARRES2;ZBTB16;PLA2G2A;NPNT;NGF;TGFBR2;AR;TIAM1;HEYL;OLFM1;MAPK11;SFRP1;DAB2;ZEB1;FES;TMEM119;TCF4;HOXD3;NBL1;RBM24;FERMT2;DDR2
muscle organ development (GO:0007517)	19/58	4.24699574536534e-10	1.63849095856195e-07	19	0.327586206896552	MEF2C;TAGLN;CTF1;LAMA2;FHL1;TCF21;CACNA1H;SGCE;SMTN;EVC;SGCA;ITGA11;SPEG;COL6A3;ITGA7;DMD;ITGB1BP2;VAMP5;HBEGF
circulatory system development (GO:0072359)	28/126	9.25542780190204e-10	3.24613095088528e-07	28	0.222222222222222	ACVRL1;CRB2;POPDC2;RAMP2;CDKN1B;CITED2;FLT4;TCF21;LDB3;CACNA1C;PKD2;PKD1;GLI2;PDLIM3;SOX18;PDLIM5;PDLIM7;MEF2C;HEG1;FN1;HSPG2;TGFBR2;KAT2B;WT1;HAND2;TEK;ZFPM2;FBN1
muscle contraction (GO:0006936)	28/129	1.63461620858936e-09	5.25529111061479e-07	28	0.217054263565891	MYOM1;LMOD1;ACTG2;SLC8A1;CACNA1H;MYLK;GJC1;EDNRA;SGCA;CALD1;MYH11;DMD;TMOD1;TPM2;TMOD2;TPM1;TACR2;SORBS1;ACTA2;SMTN;DES;TNNT3;SSPN;CASQ2;TLN1;MYL9;CRYAB;VCL
platelet degranulation (GO:0002576)	27/125	3.56640057384818e-09	1.05839795491587e-06	27	0.216	CFD;PROS1;STXBP1;ITGB3;CLU;THBS1;ISLR;CLEC3B;TIMP3;FLNA;A2M;SRGN;RARRES2;FN1;APOA1;VEGFC;VEGFD;SYTL4;SELP;F8;MMRN1;SELENOP;PECAM1;SERPING1;TLN1;GAS6;VCL
positive regulation of transcription by RNA polymerase II (GO:0045944)	98/908	4.81974257166163e-09	1.32818334581933e-06	98	0.107929515418502	PID1;NR3C1;ETS1;FGF2;ELK3;SOX18;MYC;SOX15;CCN1;JUNB;OSR2;MEF2C;ZBTB38;MITF;AR;PGR;ERG;ZFPM2;ATF3;AKNA;EPAS1;GATA6;GATA5;FOXO4;FOXO1;NGFR;EGR1;STAT5B;JUN;EGR2;SMAD3;NR2F1;NR1D2;NR2F2;SMARCA2;PBX1;NR4A2;NR4A1;DAB2;NR4A3;CREBRF;TCF4;HOXD4;HOXD3;HOXD8;ACVRL1;CSRNP1;CD40;CALCOCO1;THRB;THRA;CITED2;TCF21;ARRB1;FHL5;LDB2;MEOX2;PKD2;LITAF;PKD1;GLI3;GLI2;MYOCD;PPP1R12A;PEG3;FOS;KLF15;DCN;RGMA;KAT2B;ZEB2;TAL1;HAND2;CDH13;ENG;HDAC5;NFIX;HLF;FSTL3;IFI16;ATOH8;APBB1;TBL1X;MAPK3;IL33;KLF4;MEIS3;MEIS2;TBX3;KLF2;HEYL;PER1;KLF7;KLF6;MEIS1;STING1;WT1;SSBP2
heart development (GO:0007507)	31/164	7.7478564737494e-09	1.99274868504835e-06	31	0.189024390243902	ACVRL1;POPDC2;RAMP2;CDKN1B;CITED2;HTR2B;GATA5;LDB3;CACNA1C;PKD2;PKD1;GLI2;PDLIM3;SOX18;PDLIM5;PDLIM7;MEF2C;MYOCD;INSR;HEG1;FN1;TGFBR2;TBX2;TGFBR3;KAT2B;WT1;HAND2;DLC1;TEK;ZFPM2;FBN1
regulation of cell migration (GO:0030334)	55/408	9.45452096626397e-09	2.2797213679904e-06	55	0.134803921568627	ACVRL1;CLIC4;ROBO4;CITED2;FAM107A;ADARB1;LDB2;CLDN1;FGF2;VSIR;MYLK;FGF7;DPYSL3;KDR;ENPP2;CYP1B1;CCN1;PDGFRB;PDGFRA;MYOC;IGFBP5;TPM1;PRKCA;MITF;RHOB;CLDN5;TIAM1;SFRP1;PECAM1;MYADM;CDH13;VCL;ENG;HBEGF;BEX4;CHRD;TWIST2;NEXN;THBS1;PDGFD;PDPN;FLNA;SLIT2;NGFR;F10;INSR;CAV1;PODN;DAB2;CXCL12;DLC1;SNAI2;AMOTL2;RECK;FERMT2
cell-matrix adhesion (GO:0007160)	23/100	1.4445811342296e-08	3.27834942109281e-06	23	0.23	VCAM1;ECM2;CCL21;ITGB3;FN1;SORBS1;NPNT;PKD1;THSD1;LYVE1;FBLN5;SGCE;TIAM1;DLC1;ITGA11;ITGA8;ZYX;ITGA7;EMILIN1;HOXD3;CD34;VCL;FERMT2
branching morphogenesis of an epithelial tube (GO:0048754)	15/44	1.59071196184346e-08	3.40942597155115e-06	15	0.340909090909091	NRP1;TIE1;TCF21;PKD2;NPNT;FGF2;PKD1;RASIP1;GLI2;TGFBR2;WT1;MYC;KDR;SLIT2;ENG
positive regulation of vasculature development (GO:1904018)	23/102	2.15511207679026e-08	4.37601178539834e-06	23	0.225490196078431	CD40;RAMP2;BTG1;PTGIS;HSPB6;TNFSF12;TIE1;GATA6;GAB1;VEGFC;PRKCA;VEGFD;ETS1;FGF2;THBS1;AQP1;RHOB;SMOC2;RRAS;KDR;CYP1B1;TEK;CD34
negative regulation of cell population proliferation (GO:0008285)	51/379	3.46087443504665e-08	6.67602678520498e-06	51	0.134564643799472	ACVRL1;BTG2;BTG1;CDKN1B;TGFB1I1;ADARB1;PKD2;ETS1;RERG;ADAMTS1;MYC;RPS6KA2;CYP1B1;SPEG;SLC16A2;TNS2;KLF11;MYOCD;IGFBP5;AVPR2;P3H3;NGF;TGFBR3;AR;SFRP4;KAT2B;SFRP1;ALDH1A2;CDH13;PLPP1;KANK2;GATA6;FOXO4;NACC2;PDPN;APOD;IGFBP7;IGFBP6;CCL23;PODN;KLF4;SMARCA2;TBX3;FABP3;WT1;DLC1;OGN;NEURL1;CD200;GSDME;HSPA1A
positive regulation of phosphorylation (GO:0042327)	39/253	3.81904435990204e-08	7.01613006690574e-06	39	0.154150197628458	EPHB6;NRP1;CD40;FAXDC2;FLT4;ITGB3;LRRK2;KNDC1;ARRB1;FGF2;THBS1;FGF7;CCND2;KDR;LEPR;NPTN;RSPO1;CCN1;MAPK3;PDGFRB;NIBAN1;PDGFRA;FZD7;INSR;IL34;RARRES2;TIE1;VEGFC;VEGFD;CLIP3;AR;DAB2;AXL;TMEM119;PECAM1;TEK;GAS6;DDR2;ENG
cellular response to peptide hormone stimulus (GO:0071375)	23/106	4.63933542921127e-08	8.1357073117714e-06	23	0.216981132075472	HDAC5;IRS1;CAV1;INSR;ADCY4;IRS2;SLC2A4;SORBS1;ADCY8;FOXO1;ADCY5;NR4A2;NR4A1;KAT2B;ADCY9;RAB31;NR4A3;PRKAR1A;PRKAR2B;ENPP1;MGARP;VAMP2;RAB8B
positive regulation of epithelial cell proliferation (GO:0050679)	25/123	4.85627630029503e-08	8.14587563762532e-06	25	0.203252032520325	NRP1;NRP2;FLT4;ITGB3;HTR2B;CLDN1;FGF2;FGF7;MYC;AKT3;KDR;PPP1R16B;STAT5A;OSR2;EGFL7;FZD7;TNFSF12;VEGFC;PRKCA;VEGFD;NR4A1;SFRP1;NR4A3;CDH13;TEK
regulation of protein phosphorylation (GO:0001932)	40/266	5.15424183662862e-08	8.19815664074981e-06	40	0.150375939849624	CD40;PID1;FAXDC2;FLT4;ITGB3;LRRK2;KNDC1;ARRB1;FGF2;FGF7;CCND2;KDR;LEPR;NPTN;FYN;RSPO1;SLIT2;CCN1;MAPK3;TSPYL2;NIBAN1;PRNP;INSR;IL34;RARRES2;FN1;VEGFC;VEGFD;PTPN13;CLIP3;BST1;DAB2;MYADM;TMEM119;PECAM1;TEK;PLPP3;GAS6;ATF3;ENG
positive regulation of macromolecule metabolic process (GO:0010604)	51/384	5.31243950281869e-08	8.19815664074981e-06	51	0.1328125	MYOM1;CALCOCO1;PID1;CITED2;TCF23;ARRB1;CLU;ETS1;FGF2;VSIR;ACTG2;FGF7;C1QTNF1;MYC;EMILIN1;CD34;OSR2;MEF2C;AVPR2;ANK2;MITF;NGF;ACTA2;AR;CLDN5;SFRP4;OLFM1;HAND2;GAS6;RBMS3;RAMP2;SLC24A3;GATA5;MAPK3;SNCA;EGR1;IL33;GSN;SMAD3;INSR;EPHX2;PDE2A;FN1;KLF4;SELE;KLF2;MAPK11;WT1;TMEM119;HOXD3;HSPA1A
cellular response to hormone stimulus (GO:0032870)	19/76	6.18544769223134e-08	8.96503061726303e-06	19	0.25	STAT5B;MEF2C;RAMP2;THRB;CAV1;NR3C1;TFPI;CACNA1H;GHR;SOCS2;AR;SFRP1;NR4A3;WT1;KLF9;SLIT3;MGARP;SLIT2;RAMP1
positive regulation of angiogenesis (GO:0045766)	24/116	6.27412718159932e-08	8.96503061726303e-06	24	0.206896551724138	CD40;RAMP2;BTG1;PTGIS;HSPB6;TNFSF12;TIE1;GATA6;GAB1;VEGFC;PRKCA;VEGFD;KLF4;ETS1;FGF2;THBS1;AQP1;RHOB;SMOC2;RRAS;KDR;CYP1B1;TEK;CD34
regulated exocytosis (GO:0045055)	31/180	7.38898819493446e-08	1.01809701628776e-05	31	0.172222222222222	CFD;SNAP25;PROS1;STXBP1;ITGB3;CLU;THBS1;ISLR;CLEC3B;TIMP3;FLNA;A2M;SNCA;SRGN;RARRES2;FN1;APOA1;VEGFC;VEGFD;SYTL4;SELP;F8;RAB31;MMRN1;SELENOP;PECAM1;SERPING1;TLN1;GAS6;VCL;VAMP2
positive regulation of endothelial cell proliferation (GO:0001938)	19/77	7.76011736875891e-08	1.03236320029903e-05	19	0.246753246753247	PPP1R16B;STAT5A;NRP1;NRP2;EGFL7;FLT4;ITGB3;TNFSF12;HTR2B;VEGFC;PRKCA;VEGFD;FGF2;NR4A1;AKT3;KDR;CDH13;TEK;JCAD
regulation of cell migration involved in sprouting angiogenesis (GO:0090049)	12/32	1.3085818853059e-07	1.68283630450339e-05	12	0.375	HDAC5;MAP3K3;STARD13;AKT3;MMRN2;RHOJ;KDR;MEOX2;KLF4;FGF2;THBS1;JCAD
positive regulation of transcription, DNA-templated (GO:0045893)	114/1183	1.41255986463605e-07	1.75795353476319e-05	114	0.0963651732882502	PID1;RASL11A;NR3C1;ETS1;FGF2;ELK3;FGF7;SOX18;MYC;SOX15;CCN1;JUNB;MAP3K5;KCNH2;OSR2;MEF2C;ZBTB38;MITF;AR;SFRP1;PGR;ERG;ZFPM2;ATF3;AKNA;EPAS1;GATA6;GATA5;CREBL2;FOXO4;FOXO1;NDP;WNT4;EGR1;STAT5B;JUN;EGR2;AFAP1L2;SMAD3;FZD4;ZBTB16;FZD7;NR2F1;NR1D2;NR2F2;SMARCA2;FLI1;PBX1;NR4A2;NR4A1;DAB2;NR4A3;CREBRF;TCF4;HOXD4;HOXD3;HOXD8;ACVRL1;CSRNP1;CD40;CALCOCO1;THRB;THRA;CITED2;TGFB1I1;TCF21;ARRB1;FHL5;LDB2;MEOX2;PKD2;LITAF;PKD1;GLI3;GLI2;MYOCD;PPP1R12A;PEG3;FOXL2;FOS;KLF15;DCN;RGMA;ACTA2;KAT2B;ZEB2;MDFIC;TAL1;HAND2;CDH13;ENG;HDAC5;NFIX;HLF;FSTL3;IFI16;ATOH8;APBB1;TBL1X;MAPK3;IL33;KLF4;MEIS3;MEIS2;TBX3;KLF2;HEYL;PER1;KLF7;KLF6;MEIS1;STING1;WT1;SSBP2
negative regulation of transcription by RNA polymerase II (GO:0000122)	75/684	1.75854438650426e-07	2.1201450759792e-05	75	0.109649122807018	THRB;THRA;CITED2;TCF23;TCF21;LDB2;NR3C1;GLI3;GLI2;ZFP36;EDNRB;SOX18;MYC;SOX15;AASS;OSR2;KLF11;MEF2C;PEG3;MITF;DUSP26;FOXP2;HIC1;AR;EID1;ZEB2;ZEB1;CRY2;ZFPM2;ATF3;KANK2;HDAC5;NFIX;SATB1;GATA6;AEBP1;ZNF25;ZBTB4;IFI16;NACC2;APBB1;TBL1X;JAZF1;SNCA;IL33;CBX7;JUN;CBX6;SMAD3;ZBTB16;CAV1;PDE2A;NR2F1;NR1D2;NR2F2;KLF4;SMARCA2;MEIS2;KLF2;TBX3;TBX2;NR4A2;KLF7;PER1;DAB2;PER3;NR4A3;WT1;BCL6B;ID4;SNAI2;FOSB;HOXD9;EZH1;HSPA1A
regulation of endothelial cell migration (GO:0010594)	20/89	1.88057521837297e-07	2.19856339166149e-05	20	0.224719101123595	ACVRL1;NRP1;NRP2;FLT4;ITGB3;PTPRM;PRKCA;NR2F2;ETS1;FGF2;THBS1;DCN;RHOB;SMOC2;RRAS;RHOJ;ATOH8;KDR;SLIT2;TEK
positive regulation of cell population proliferation (GO:0008284)	57/474	2.79923781096246e-07	3.17631161020388e-05	57	0.120253164556962	PID1;IRS1;FLT4;HTR2B;IRS2;FGF2;AQP1;FGF7;CCND2;MYC;SOX15;RBPMS2;KDR;CCN4;CCN1;PDGFRB;OSR2;PDGFRA;MEF2C;IL11RA;CLEC11A;LIFR;AVPR1A;GAB2;TGFBR2;TGFBR3;AR;CLDN5;TIAM1;SFRP1;CDH13;GAS6;ZFPM2;TSPYL5;HBEGF;DDR2;PTGFR;CTF1;CHRD;THBS1;GRK5;PDGFD;MAP3K3;INSR;IL34;FN1;VEGFC;VEGFD;MEIS3;MEIS2;TBX3;TBX2;BST1;MEIS1;NR4A3;TMEM119;NES
negative regulation of transcription, DNA-templated (GO:0045892)	95/948	2.90752138515592e-07	3.20491928683759e-05	95	0.100210970464135	CDKN1B;THRB;THRA;CITED2;TCF23;TCF21;LDB2;NR3C1;GLI3;ELK3;GLI2;ZFP36;EDNRB;SOX18;MYC;SOX15;AASS;OSR2;KLF11;MEF2C;RBFOX2;PEG3;ZBTB38;SFMBT2;FOXL2;MITF;DUSP26;FOXP2;HIC1;DKK3;AR;EID1;SFRP1;ZEB2;ZEB1;MDFIC;CRY2;GAS6;ZFPM2;CRYAB;ATF3;KANK2;HDAC5;NFIX;TSHZ3;SATB1;GATA6;TWIST2;AEBP1;ZNF25;ZBTB4;FOXO1;TCEAL7;IFI16;NACC2;ATOH8;FLNA;APBB1;TBL1X;WNT4;RUNX1T1;JAZF1;SNCA;IL33;CBX7;JUN;CBX6;SMAD3;ZBTB16;CAV1;PDE2A;NR2F1;NR1D2;NR2F2;FOXN3;KLF4;SMARCA2;MEIS2;TBX3;KLF2;TBX2;NR4A2;HEYL;PER1;KLF7;DAB2;PER3;NR4A3;WT1;BCL6B;ID4;SNAI2;FOSB;HOXD9;EZH1
regulation of focal adhesion assembly (GO:0051893)	15/54	3.42047019690949e-07	3.66560389435467e-05	15	0.277777777777778	ACVRL1;NRP1;COL16A1;MYOC;FAM107A;ARHGAP6;THBS1;SFRP1;DLC1;KDR;APOD;TEK;PHLDB2;VCL;FERMT2
positive regulation of protein modification process (GO:0031401)	33/214	4.14965875712531e-07	4.3268604013485e-05	33	0.154205607476636	CD40;FAXDC2;FLT4;ITGB3;LRRK2;KNDC1;ARRB1;FGF2;FGF7;CCND2;KDR;LEPR;NPTN;RSPO1;CCN1;MAPK3;PPP1R16B;NIBAN1;INSR;IL34;RARRES2;VEGFC;VEGFD;SLC51B;CLIP3;DAB2;DLC1;TMEM119;PECAM1;TEK;GAS6;RAMP1;ENG
negative regulation of cell death (GO:0060548)	20/94	4.82851307725123e-07	4.90221143474612e-05	20	0.212765957446809	PAGE4;KANK2;PACRG;LRRK2;AMIGO2;HTR2B;TNFRSF1B;CLU;FGF2;INPP5A;CCN5;CCN4;FYN;CCN2;CCN1;CD34;CD200;FERMT2;SNCA;HSPA1A
positive regulation of protein phosphorylation (GO:0001934)	47/371	7.06855379203282e-07	6.9924309050417e-05	47	0.126684636118598	ACVRL1;CX3CR1;NRP1;CD40;FAXDC2;FLT4;ITGB3;LRRK2;KNDC1;CREBL2;ARRB1;FGF2;GHR;FGF7;RASSF2;CCND2;PDGFD;KDR;ENPP2;LEPR;NPTN;RSPO1;CCL19;CCN1;MAPK3;SNCA;NIBAN1;PRNP;CCL21;RBPMS;INSR;IL34;CAV1;RARRES2;SH2D3C;ATP2B4;VEGFC;VEGFD;NGF;CLIP3;DAB2;TMEM119;PECAM1;TEK;GAS6;DDR2;ENG
elastic fiber assembly (GO:0048251)	6/8	1.07368648792605e-06	0.000103557061760467	6	0.75	MFAP4;EFEMP2;TNXB;EMILIN1;MYH11;FBLN5
vascular transport (GO:0010232)	18/84	1.60049241153044e-06	0.000150602432284986	18	0.214285714285714	SLC22A3;ABCB1;SLC24A3;LRP1;KCNJ8;INSR;ATP2B4;ABCC9;SLC2A4;ATP1B2;AVPR1A;SLC7A2;SLC8A2;SLC7A8;SLCO2B1;LEPR;SLC16A2;ABCG2
vasculogenesis (GO:0001570)	11/33	1.72605036312687e-06	0.000156146287388147	11	0.333333333333333	PDGFRB;TGFBR3;RAMP2;EGFL7;SOX18;WT1;CAV1;KDR;RASIP1;TGFBR2;ENG
regulation of heart contraction (GO:0008016)	19/93	1.77958857704551e-06	0.000156146287388147	19	0.204301075268817	NPR1;CELF2;TRPC1;NPR2;HSPB7;TPM1;ITPR1;ATP2B4;ABCC9;ANK2;ATP1B2;SLC8A1;CACNA1H;SLC8A2;TBX2;PLN;DES;CASQ2;FXYD6
positive regulation of cellular process (GO:0048522)	67/625	1.78082857570722e-06	0.000156146287388147	67	0.1072	CDKN1B;IRS1;CITED2;FLT4;HTR2B;HBB;IRS2;FGF2;ETS1;FGF7;ZFP36;CCND2;MYC;KDR;CCN2;TGM2;PDGFRB;OSR2;PDGFRA;IL11RA;CLEC11A;TPM1;APOA1;PRKCA;LIFR;AVPR1A;GAB2;DUSP26;TNFRSF1B;TGFBR2;AR;CLDN5;TIAM1;SFRP1;ACOX2;TAL1;MAP1A;GAS6;TSPYL5;HBEGF;COLEC12;PTGFR;CTF1;LRP1;CHRD;ACACB;THBS1;GRK5;PDGFD;PDPN;TPPP;TUB;EGR2;FZD7;INSR;IL34;CAV1;FN1;VEGFC;VEGFD;MEIS3;MEIS2;TBX3;TBX2;BST1;MEIS1;CXCL12
regulation of nitric oxide biosynthetic process (GO:0045428)	12/40	2.08189775113141e-06	0.000178488033863666	12	0.3	CX3CR1;PTGIS;SMAD3;CAV1;INSR;ATP2B4;HBB;PKD2;KLF4;CLU;CD34;KLF2
positive regulation of endothelial cell migration (GO:0010595)	18/86	2.29456196219521e-06	0.00018470309710926	18	0.209302325581395	STAT5A;NRP1;CD40;NRP2;FLT4;ITGB3;PRKCA;ETS1;FGF2;THBS1;RHOB;SMOC2;RRAS;AKT3;ATOH8;KDR;TEK;PLPP3
transport across blood-brain barrier (GO:0150104)	18/86	2.29456196219521e-06	0.00018470309710926	18	0.209302325581395	SLC22A3;ABCB1;SLC24A3;LRP1;KCNJ8;INSR;ATP2B4;ABCC9;SLC2A4;ATP1B2;AVPR1A;SLC7A2;SLC8A2;SLC7A8;SLCO2B1;LEPR;SLC16A2;ABCG2
cellular response to cytokine stimulus (GO:0071345)	55/482	2.34589210947479e-06	0.00018470309710926	55	0.114107883817427	RIPOR2;CD40;PID1;CDKN1B;IFITM2;FGF2;GHR;ZFP36;MYC;DPYSL3;LEPR;CTSG;JUNB;PTGIS;DUSP1;IL11RA;LIFR;FOS;GAB2;TNFRSF1B;NPNT;SFRP1;ZEB1;IL3RA;GAS6;CTF1;MAOA;PDE1B;NPR2;FOXO1;ZFP36L2;SOCS2;IFI16;S1PR1;NDN;FYN;CCL19;GBP2;GBP4;STAT5A;EGR1;STAT5B;CCL23;SMAD3;VCAM1;CCL21;IL34;PDE2A;FN1;PTPN13;MAPK11;CXCL12;LRCH1;AXL;GSDME
positive regulation of gene expression (GO:0010628)	55/482	2.34589210947479e-06	0.00018470309710926	55	0.114107883817427	MYOM1;CALCOCO1;PID1;CITED2;TCF23;HTR2B;CLU;FGF2;ETS1;VSIR;ACTG2;FGF7;C1QTNF1;MYC;EMILIN1;CD34;OSR2;MEF2C;AVPR2;CIRBP;MITF;ANK2;NGF;ACTA2;AR;CLDN5;KAT2B;OLFM1;SFRP4;HAND2;GAS6;PLA2R1;RBM24;RBMS3;RAMP2;SLC24A3;GATA5;THBS1;IFI16;MAPK3;NIBAN1;EGR1;IL33;GSN;SMAD3;EPHX2;PDE2A;FN1;SAMD4A;KLF4;MAPK11;WT1;TMEM119;HOXD3;HSPA1A
positive regulation of pri-miRNA transcription by RNA polymerase II (GO:1902895)	11/34	2.41547290622245e-06	0.000186377889444124	11	0.323529411764706	EGR1;NGFR;JUN;SMAD3;WT1;ATOH8;FOS;NR3C1;KLF4;ETS1;FGF2
cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742)	27/170	2.57261087479714e-06	0.000194610446175831	27	0.158823529411765	CRB2;ROBO3;ROBO4;AMIGO2;GATA5;PTPRM;NEXN;CLDN1;PKD1;SLITRK3;NPTN;LRRC4B;VCAM1;VSTM2L;SELE;TGFBR2;SELP;CLDN11;CLDN5;CLDN10;MAG;PALLD;PECAM1;PCDHB5;CDH13;DCHS1;PCDHB4
cellular response to organic substance (GO:0071310)	22/123	2.95240096308478e-06	0.000219045440684251	22	0.178861788617886	ACVRL1;STAT5B;RAMP2;PID1;SMAD3;IGFBP5;TIPARP;LRRK2;KLF4;PTPN13;CACNA1H;TGFBR2;SOCS2;GHR;SFRP1;CLEC3B;STING1;DPYSL3;CYP1B1;SLIT3;SLIT2;RAMP1
cellular response to transforming growth factor beta stimulus (GO:0071560)	21/114	3.02732689019402e-06	0.00022036654985601	21	0.184210526315789	ACVRL1;MEF2C;JUN;SMAD3;PDE2A;APOA1;LTBP2;FOS;NR3C1;LRRC32;ZFP36L2;TGFBR2;TGFBR3;CLDN5;SFRP1;CLEC3B;CILP;ZYX;FERMT2;WNT4;ENG
blood vessel morphogenesis (GO:0048514)	14/56	3.34912209597457e-06	0.000239276167523516	14	0.25	NRP1;CCBE1;EGFL7;RAMP2;FLT4;CAV1;RASIP1;TGFBR2;TGFBR3;SOX18;WT1;KDR;CYP1B1;ENG
