Term	Overlap	P.value	Adjusted.P.value	Gene_count	Gene_ratio	Genes
Breast Carcinoma	333/4963	7.66047884977329e-19	3.65724027752926e-16	333	0.0670965142051179	JPT1;FAAH;TFRC;CCNF;PLEKHB1;CBLC;MIR429;SPINT2;ENO1;AQP5;F11R;NUDT5;MKI67;SMC4;CDC20;BAIAP2L1;PNP;SOX17;CREB3L4;CHEK2;STMN1;RPS6KA1;CHEK1;PCLAF;RCC1;PRSS8;CHAC1;GTSE1;SOX4;HES6;EPHA7;CXADR;KRT8;PIMREG;ASRGL1;SLC5A6;CLDN4;CLDN3;HOXB9;SPINT1;MTHFD2;CLDN7;HMBS;MT1F;JTB;MT1H;TRIB3;KIF20A;EPHA1;IDO1;ASF1B;LLGL2;PIF1;GRB7;SHMT2;CRABP1;CDCA8;LPAR2;TGFA;MST1R;HSD11B2;TRPM2;LDHA;PPP4C;RACGAP1;STC2;SFN;PROM1;S100A11;SLC19A1;PLK4;ST14;CHKA;XRCC2;PLK1;CDC7;CDC6;BRI3BP;ZWINT;NR2F6;SMARCA4;ANLN;SQLE;TPX2;VANGL2;SLC6A8;ARTN;FASN;NMU;SDC1;CALR;CD24;EZH2;APOBEC3B;TOP2A;GPI;FEN1;CITED4;KIF14;LPCAT1;ADM;TUBA1C;CHAF1A;MECOM;PBK;RAC3;TK1;CEP55;COX8A;VAV3;SREBF1;HELLS;TPI1;TNNC1;ANO8;KIF23;KIF22;GFRA3;TUBG1;NME1;MMP12;MMP11;CNKSR1;CEACAM1;GPRC5A;CDCP1;INCENP;KIFC1;TET3;KIF2C;ANGPTL4;PCNA;TYMS;CENPA;SLC7A1;COX5A;NKD2;RECQL4;CST1;EPCAM;UCP2;NSD2;SPP1;GCNT2;RAD54L;PRAME;MSX1;SPDEF;MICB;GINS2;NQO1;EGLN3;CENPX;CDKN2A;GDF15;ATAD2;GSR;KLK14;ELP3;GRHL2;PPP1CA;MAD2L2;CENPE;CENPF;KRT18;FABP5;CENPH;KIF26B;F2RL1;LAMTOR2;TRIP13;CDKN3;FOXA2;MAD2L1;FOXA1;RTKN;GOLT1A;WWC1;RTKN2;HJURP;BUB1B;MSI1;CXCL14;SAT1;TM7SF2;LAPTM4B;GRB14;PTTG1;CDH1;NEK2;OIP5;NRCAM;KPNA2;PITX1;SLC16A3;TPD52;S100A2;MSX2;CDC25C;ATAD3A;CDC25A;MELK;MYCN;CCNE1;FANCD2;SCNN1A;PPIF;PGP;TIMELESS;DSC2;EMID1;XPR1;ABCG1;FBN2;LRRC59;DNMT1;SLC26A2;DLX5;TACSTD2;HMMR;PKMYT1;HOXB13;FUT2;BCL2L12;CCNB2;CCNB1;EBP;EIF4EBP1;PMAIP1;STAP2;CLSPN;OTX1;FAM83D;TFAP2A;FANCI;UBE2C;SLC52A2;IDH1;IDH2;HMGA1;FANCA;TNFRSF10B;GGH;ISG15;TMPRSS13;MT3;NDC80;GGCT;EFNA3;KIF18A;TP53I3;DIAPH3;CDK5;UBE2S;UBE2T;FGF19;FGF18;GNAS;CDK1;TCF3;ARHGAP11A;MCM7;SLC2A1;HMGB3;SIX1;FOXM1;HK2;EXO1;MDK;PPP1R13L;CA2;PSD4;DNMT3B;MYBL2;CA9;AMH;DSP;ABCC3;ABCC1;TNFRSF18;PLEKHG6;CKAP2;LSR;MMP9;CCNA2;CCNA1;PKM;ELF3;TRAF4;ESRP2;SCGB2A1;ESRP1;IRF7;BIRC5;SCGB2A2;IRF6;DTL;GAPDH;UHRF1;LEF1;TTK;HMGCR;AURKB;AURKA;MUC1;MIEN1;RAB25;ERBB3;POLD1;E2F1;POC1A;E2F2;MAL2;E2F3;MEST;BUB1;E2F7;CTHRC1;E2F8;GALNT6;MARCKSL1;RRM2;MYO10;EYA2;BNIP3;TSPAN13;RAD51;PSAT1;SCD;PTPN6;P4HB;NECTIN4;NECTIN1
Liver carcinoma	262/3593	9.0319063733425e-19	3.98029166252917e-16	262	0.0729195658224325	TFRC;MIR429;SPINT2;ENO1;AQP5;MKI67;SMC4;CDC20;BAIAP2L1;PNP;SOX17;CHEK2;STMN1;CHEK1;PCLAF;PRSS8;SOX4;HES6;CXADR;KRT8;ASRGL1;SULT2B1;CLDN4;CLDN3;HOXB9;CLDN7;HMBS;MT1F;JTB;MT1G;MT1H;TRIB3;EPHA1;IDO1;GRB7;CDCA3;SHMT2;CRABP1;LPAR2;PIK3R3;TGFA;MST1R;IQGAP3;HSD11B2;LDHA;RACGAP1;RDH10;STC2;MYO6;MAP7;SFN;PROM1;RAB11FIP4;S100A11;PCK2;PLK4;CHKA;PLK1;CDC6;BRI3BP;SMARCA4;SNHG3;ANLN;SQLE;TPX2;ARTN;FASN;SDC1;CALR;CD24;EZH2;APOBEC3B;CDK16;TOP2A;PIGR;GPI;FEN1;KIF14;LPCAT1;ADM;PRSS22;ESM1;MECOM;PBK;DLGAP5;CEP55;COX8A;SREBF1;TPI1;RIPK4;KIF23;KIF22;NME1;MMP12;MMP11;SLC7A5;CEACAM1;GPRC5A;PAX8;TET3;CKS2;ANGPTL4;TKT;SLC29A2;CSTB;PCNA;TMPRSS4;GCNT1;IFI6;TYMS;CENPA;SLC7A1;COX5A;ASCL2;EPCAM;UCP2;SPP1;PRAME;SPDEF;MICB;NQO1;EGLN3;GOLM1;CDKN2A;GDF15;ATAD2;GRHL2;PPP1CA;CENPE;KRT18;FABP5;ADM2;F2RL1;HDGF;LAMTOR2;NOTUM;SPC24;CDKN3;FOXA2;MAD2L1;FOXA1;STEAP3;BUB1B;MSI1;PLOD1;SAT1;TM7SF2;FADS2;LAPTM4B;PTTG1;CDH1;BASP1;NEK2;OIP5;KPNA2;PITX1;SLC16A3;SLC39A4;TPD52;RNF43;CDC25C;PGD;CDC25A;SGO1;MELK;MYCN;CCNE1;FANCD2;PGP;TIMELESS;XPR1;PFKFB4;DNMT1;TACSTD2;PKMYT1;FUT2;RAD51AP1;CCNB1;EBP;EIF4EBP1;PMAIP1;ECT2;UBE2C;NEK6;SLC52A2;IDH1;IDH2;HMGA1;TNFRSF10B;GGH;ISG15;TMPRSS13;NDC80;EFNA3;KIF18A;CDK5;UQCRQ;UBE2S;HOOK1;FGF19;FGF18;GNAS;CDK1;TCF3;DHCR7;NAA40;B4GALT1;MCM7;SLC2A1;SIX1;FOXM1;HK2;LMNB1;MDK;PPP1R13L;CA2;ZIC1;DNMT3B;MYBL2;CA9;ABCC3;ABCC1;MMP9;CCNA2;CCNA1;ASPM;PKM;SCGB2A1;BIRC5;DTL;GAPDH;MCM2;UHRF1;LEF1;TTK;HMGCR;AURKB;AURKA;MUC1;RAB25;ERBB3;POLD1;E2F1;E2F2;MAL2;E2F3;MEST;BUB1;E2F7;CTHRC1;E2F8;MARCKSL1;RRM2;BNIP3;HSPE1;RAD51;SCD;CDK2AP2;PTPN6;P4HB;RAB17;NECTIN1
Mammary Neoplasms	195/2387	1.1032881603224e-18	4.51481276463361e-16	195	0.0816925010473398	TFRC;MIR429;SPINT2;ENO1;F11R;MKI67;SOX17;CHEK2;STMN1;RPS6KA1;CHEK1;PCLAF;CHAC1;SOX4;HES6;CXADR;KRT8;OVOL2;CLDN4;HOXB9;SPINT1;MTHFD2;CLDN7;MT1F;JTB;MT1G;MT1H;TRIB3;IDO1;LLGL2;GRB7;CRABP1;LPAR2;TGFA;MST1R;HSD11B2;TRPM2;LDHA;RACGAP1;STC2;SFN;PROM1;CDT1;ST14;CHKA;XRCC2;PLK1;CDC6;NR2F6;SMARCA4;SQLE;ARTN;FASN;NMU;SDC1;CD24;EZH2;APOBEC3B;TOP2A;GPI;FEN1;CITED4;KIF14;ADM;CHAF1A;MECOM;ENC1;RAC3;COX8A;VAV3;SREBF1;TPI1;EDN2;NME1;MMP11;SLC7A5;CEACAM1;CDCP1;INCENP;TET3;ANGPTL4;PCNA;TYMS;RECQL4;EPCAM;UCP2;NSD2;SPP1;GCNT2;RAD54L;PRAME;SPDEF;GINS2;NQO1;CDKN2A;GDF15;ATAD2;GSR;KLK14;ELP3;PPP1CA;CENPF;KRT18;FABP5;F2RL1;MAD2L1;FOXA1;WWC1;MSI1;SAT1;TM7SF2;FADS2;PTTG1;CDH1;NRCAM;KPNA2;TMSB10;TPD52;S100A2;MSX2;CDC25A;MELK;CCNE1;FANCD2;PPIF;PGP;TIMELESS;DSC2;DNMT1;HMMR;HOXB13;BCL2L12;CCNB1;EBP;EIF4EBP1;CLSPN;TFAP2A;UBE2C;SLC52A2;IDH1;HMGA1;TNFRSF10B;ISG15;MT3;NDC80;GGCT;CDK5;UBE2S;GNAS;CDK1;SLC2A1;SIX1;FOXM1;SLC2A6;EXO1;MDK;PSD4;DNMT3B;MYBL2;CA9;AMH;ABCC3;ABCC1;MMP9;CCNA2;CCNA1;PKM;ELF3;TRAF4;ESPL1;SCGB2A1;ESRP1;BIRC5;SCGB2A2;DTL;GAPDH;LEF1;AURKB;AURKA;MUC1;MIEN1;ERBB3;POLD1;E2F1;E2F2;E2F3;MEST;GALNT6;MARCKSL1;BNIP3;TSPAN13;RAD51;SCD;P4HB;NECTIN4
Tumor Progression	177/2090	1.8877330384695e-18	7.20988171826117e-16	177	0.084688995215311	FOXA1;TFRC;WWC1;BUB1B;MSI1;MIR429;FZD10;ENO1;F11R;CXCL14;CDC20;SOX17;PTTG1;CDH1;CHEK2;STMN1;RPS6KA1;CHEK1;PCLAF;NEK2;NRCAM;KPNA2;SLC16A3;PRSS2;SOX4;EPHA7;CXADR;S100A2;KRT8;CDC25A;CLDN4;CLDN3;HOXB9;MYCN;SPINT1;CCNE1;CLDN7;TIMELESS;JTB;PKP3;EPHA1;PRR11;LLGL2;GRB7;DNMT1;CDCA2;TACSTD2;LPAR2;PIK3R3;TGFA;MST1R;HMMR;IQGAP3;RAP1GAP;LDHA;PPP4C;RACGAP1;STC2;EIF4EBP1;PMAIP1;STAP2;ECT2;PROM1;S100A11;TFAP2A;PLK4;ST14;CHKA;UBE2C;SLC52A2;IDH1;PLK1;IDH2;HMGA1;CDC7;CDC6;SMARCA4;KIF18A;DIAPH3;CDK5;FASN;FGF19;NMU;GNAS;SDC1;CALR;CD24;EZH2;CDK16;PIGR;GPI;FEN1;KIF14;LPCAT1;SLC2A1;SIX1;ADM;FOXM1;HK2;CHAF1A;MDK;PPP1R13L;PBK;DNMT3B;RAC3;MYBL2;CA9;CEP55;COX8A;VAV3;SREBF1;TPI1;MMP9;NME1;MMP12;MMP11;SLC7A5;ASPM;CEACAM1;GPRC5A;PKM;CDCP1;TRAF4;KIFC1;IRF7;BIRC5;SCGB2A2;ANGPTL4;GAPDH;MCM2;PCNA;UHRF1;TMPRSS4;GCNT1;TMPRSS2;TYMS;COX5A;AURKB;AURKA;MUC1;MIEN1;RAB25;ERBB3;EPCAM;NSD2;SPP1;E2F1;PRAME;E2F3;BUB1;SPDEF;CTHRC1;MICB;GINS2;NQO1;CENPW;RRM2;SPAG5;CDKN2A;GDF15;BNIP3;ATAD2;GRHL2;SHCBP1;CENPF;RAD51;KRT18;PSAT1;SCD;ADM2;F2RL1;RPL22L1;PTPN6;HDGF;P4HB;CDKN3;MAD2L1
Secondary malignant neoplasm of lymph node	126/1271	2.4297974896855e-18	8.70019363650514e-16	126	0.0991345397324941	FOXA1;FAAH;RTKN;BUB1B;MSI1;MIR429;SPINT2;TMEM97;AQP5;F11R;MKI67;CXCL14;LAPTM4B;SOX17;PTTG1;CDH1;STMN1;CHEK1;PCLAF;NEK2;KPNA2;S100A2;CDC25A;CLDN4;MYCN;SPINT1;CCNE1;CLDN7;MT1G;EPHA1;PRR11;DSC2;IDO1;GRB7;DNMT1;CRABP1;TACSTD2;TGFA;HOXB13;CCNB1;LDHA;RACGAP1;STC2;MYO6;EIF4EBP1;SFN;PROM1;ST14;UBE2C;HMGA1;TNFRSF10B;TMPRSS13;TPX2;KIF18A;SLC6A8;CDK5;CDK1;SDC1;CALR;CD24;EZH2;LAD1;GPI;LPCAT1;SLC2A1;HMGB3;SIX1;ADM;FOXM1;CHAF1A;MDK;ZIC1;DNMT3B;CA9;CEP55;COX8A;HELLS;RIPK4;LSR;MMP9;NME1;MMP12;MMP11;CCNA1;CEACAM1;ELF3;SAPCD2;SCGB2A1;BIRC5;KIF2C;ANGPTL4;GAPDH;CSTB;PCNA;UHRF1;TMPRSS4;GCNT1;TMPRSS2;TYMS;AURKB;AURKA;RECQL4;MUC1;ERBB3;EPCAM;POLD1;SPP1;E2F1;BUB1;CTHRC1;NQO1;GDF11;RRM2;MYO10;SPAG5;CDKN2A;GRHL2;CENPF;RAD51;KRT18;FABP5;PSAT1;RPL22L1;HDGF;OCIAD2;MAD2L1
Malignant neoplasm of prostate	241/3239	3.65702636045889e-18	1.23241788347465e-15	241	0.0744056807656684	JPT1;FAAH;TFRC;SPINT2;ENO1;AQP5;MKI67;SMC4;PNP;CREB3L4;CHEK2;STMN1;RPS6KA1;CHEK1;RCC1;PRSS8;PRSS2;SOX4;MCCC2;HES6;EPHA7;CXADR;PAQR4;KRT8;ASRGL1;SLC5A6;SULT2B1;CLDN4;CLDN3;HOXB9;SPINT1;CLDN7;TMEM79;JTB;MT1G;TRIB3;PIF1;GRB7;IGSF8;PIK3R3;TGFA;MST1R;SKA3;HSD11B2;TRPM2;LDHA;STC2;MYO6;SFN;PLEK2;PROM1;S100A11;PROM2;TRPM4;PLK4;ST14;CADM4;CHKA;PLK1;PYCR1;CDC6;ZWINT;SMARCA4;SQLE;TPX2;SLC6A8;FASN;SDC1;PSMG1;CALR;CD24;EZH2;TOP2A;FEN1;KIF14;LPCAT1;ADM;MECOM;NUF2;FLVCR1;PBK;RAC3;DLGAP5;CEP55;COX8A;VAV3;SREBF1;KIF22;NME1;MMP11;SLC7A5;CEACAM1;GPRC5A;CDCP1;TMSB15A;CKS2;DEPDC1;ANGPTL4;DTYMK;PCNA;GCNT1;TMPRSS2;TYMS;SLC7A1;COX5A;RECQL4;ARVCF;CST1;EPCAM;NSD2;SPP1;GCNT2;SPDEF;GINS1;NQO1;EGLN3;GOLM1;CDKN2A;GDF15;GAD1;ATAD2;GSR;KLK14;GRHL2;CENPE;CENPF;KRT18;FABP5;F2RL1;HDGF;TJP3;CDKN3;FOXA2;FOXA1;STEAP3;CXCL14;SAT1;TM7SF2;LAPTM4B;PTTG1;CDH1;KPNA2;PITX1;SLC16A3;LARGE2;TPD52;RNF43;S100A2;CDC25C;ATAD3A;CDC25A;MELK;MYCN;PKP3;DSC2;XPR1;ABCG1;LRRC59;PFKFB4;DNMT1;TACSTD2;ITPR3;HMMR;HOXB13;TRPM2-AS;CCNB1;EBP;EIF4EBP1;PMAIP1;TFAP2A;IVNS1ABP;SDF2L1;UBE2C;SLC52A2;CBX2;IDH1;SRD5A3;HMGA1;TNFRSF10B;TMPRSS13;TP53I3;DIAPH3;CDK5;UBE2T;FGF19;GNAS;CDK1;SP5;TCF3;DHCR7;MCM7;SLC2A1;DBI;FOXM1;SLC2A6;HK2;EXO1;MDK;PPP1R13L;DNMT3B;AMH;ABCC3;ABCC1;MMP9;CCNA2;CCNA1;ASPM;PKM;ELF3;ESRP1;BIRC5;DSG2;GAPDH;TNFRSF21;MCM2;SLC47A1;UHRF1;LEF1;HMGCR;AURKB;AURKA;MUC1;MIEN1;ERBB3;E2F1;E2F2;E2F3;BUB1;MARCKSL1;RRM2;SPAG5;BNIP3;REC8;TSPAN13;RAD51;MLPH;PSAT1;SCD;CDK2AP2;PTPN6;P4HB
Malignant neoplasm of breast	335/5054	4.00256239430879e-18	1.2739266642775e-15	335	0.0662841313810843	JPT1;FAAH;TFRC;CCNF;PLEKHB1;CBLC;MIR429;SPINT2;ENO1;AQP5;F11R;NUDT5;MKI67;SMC4;CDC20;PNP;SOX17;CREB3L4;CHEK2;STMN1;RPS6KA1;CHEK1;PCLAF;RCC1;PRSS8;CHAC1;GTSE1;SOX4;HES6;CXADR;KRT8;PIMREG;ASRGL1;SLC5A6;CLDN4;CLDN3;HOXB9;SPINT1;MTHFD2;CLDN7;HMBS;MT1F;JTB;MT1H;TRIB3;KIF20A;EPHA1;IDO1;ASF1B;LLGL2;PIF1;GRB7;SHMT2;CRABP1;CDCA8;LPAR2;PIK3R3;TGFA;MST1R;HSD11B2;TRPM2;LDHA;PPP4C;RACGAP1;STC2;SFN;PROM1;S100A11;SLC19A1;PLK4;ST14;CHKA;XRCC2;PLK1;PYCR1;CDC7;CDC6;BRI3BP;ZWINT;NR2F6;GRIN2D;SMARCA4;ANLN;SQLE;TPX2;VANGL2;SLC6A8;ARTN;FASN;NMU;SDC1;CALR;CD24;EZH2;APOBEC3B;TOP2A;GPI;FEN1;CITED4;KIF14;LPCAT1;ADM;CHAF1A;MECOM;PBK;RAC3;TK1;COX8A;VAV3;SREBF1;HELLS;ATP6V0B;TPI1;TNNC1;STRBP;KIF23;KIF22;TUBG1;NME1;MMP12;MMP11;CNKSR1;CEACAM1;GPRC5A;CDCP1;INCENP;KIFC1;TET3;KIF2C;ANGPTL4;PCNA;TYMS;CENPA;SLC7A1;COX5A;NKD2;RECQL4;CST1;EPCAM;UCP2;NSD2;SPP1;GCNT2;RAD54L;PRAME;MSX1;SPDEF;MICB;GINS2;NQO1;EGLN3;CENPX;CDKN2A;GDF15;ATAD2;GSR;KLK14;ELP3;GRHL2;PPP1CA;MAD2L2;CENPE;CENPF;KRT18;FABP5;CENPH;KIF26B;F2RL1;LAMTOR2;TRIP13;CDKN3;FOXA2;MAD2L1;FOXA1;RTKN;GOLT1A;WWC1;HJURP;BUB1B;MSI1;PLOD1;CXCL14;SAT1;TM7SF2;LAPTM4B;GRB14;PTTG1;CDH1;NEK2;OIP5;NRCAM;KPNA2;PITX1;SLC16A3;TPD52;S100A2;MSX2;CDC25C;ATAD3A;CDC25A;MELK;MYCN;CCNE1;FANCD2;SCNN1A;PPIF;PGP;TIMELESS;DSC2;XPR1;ABCG1;LRRC59;PFKFB4;DNMT1;SLC26A2;DLX5;TACSTD2;HMMR;PKMYT1;HOXB13;FUT2;RAP1GAP;BCL2L12;CCNB2;CCNB1;EBP;TMEM125;EIF4EBP1;PMAIP1;STAP2;CLSPN;OTX1;ECT2;FAM83D;TFAP2A;UBE2C;SLC52A2;IDH1;IDH2;HMGA1;FANCA;TNFRSF10B;GGH;ISG15;TMPRSS13;MT3;NDC80;GGCT;EFNA3;KIF18A;TP53I3;DIAPH3;CDK5;UBE2S;HOOK1;UBE2T;FGF19;FGF18;GNAS;CDK1;TCF3;ARHGAP11A;MCM7;SLC2A1;HMGB3;SIX1;FOXM1;HK2;SIX4;EXO1;MDK;PPP1R13L;PSD4;DNMT3B;MYBL2;CA9;AMH;DSP;ABCC3;ABCC1;TNFRSF18;PLEKHG6;CKAP2;LSR;MMP9;CCNA2;CCNA1;PKM;ELF3;TRAF4;ESPL1;ESRP2;SCGB2A1;ESRP1;IRF7;BIRC5;SCGB2A2;IRF6;GAPDH;INA;MCM2;UHRF1;LEF1;TTK;HMGCR;AURKB;AURKA;MUC1;MIEN1;RAB25;ERBB3;POLD1;E2F1;E2F2;MAL2;E2F3;BUB1;E2F7;CTHRC1;E2F8;GALNT6;MARCKSL1;RRM2;MYO10;EYA2;NDUFA3;BNIP3;TSPAN13;RAD51;PSAT1;SCD;PTPN6;P4HB;NECTIN4;NECTIN1
Stomach Carcinoma	191/2378	1.71530494305517e-17	5.17209579934899e-15	191	0.0803195962994113	FOXA1;WWC1;LINC00261;BUB1B;MSI1;MIR429;SPINT2;TMEM97;ENO1;F11R;CXCL14;SAT1;TM7SF2;CDC20;LAPTM4B;FRAT2;SOX17;PTTG1;CDH1;CHEK2;STMN1;CHEK1;OIP5;KPNA2;GTSE1;PITX1;SOX4;MFSD2A;RNF43;S100A2;MSX2;KRT8;ESCO2;CDC25C;PGD;CDC25A;SGO1;CLDN4;CLDN3;MELK;MYCN;SPINT1;CCNE1;CLDN7;TRIB3;KIF20A;EPHA1;HOXB8;PRR11;DSC2;SLC27A4;LLGL2;GRB7;PFKFB4;DNMT1;SLC26A2;CDCA5;TACSTD2;CDCA8;TGFA;MST1R;WDR62;HMMR;FUT2;SKA1;BCL2L12;CCNB1;EBP;LDHA;RACGAP1;STC2;EIF4EBP1;SFN;PROM1;S100A11;SLC19A1;TFAP2A;ST14;RCC2;XRCC2;SLC52A2;IDH1;PLK1;IDH2;TNFRSF10B;ISG15;TMPRSS13;MT3;SMARCA4;GGCT;VANGL2;SLC6A8;CDK5;MYO5B;UBE2T;GNAS;CDK1;CALR;TCF3;CD24;EZH2;APOBEC3B;TOP2A;SLC2A1;HMGB3;SIX1;FOXM1;ESM1;CHAF1A;MDK;CASP6;ZIC1;NUF2;DNMT3B;CA9;CA8;CEP55;COX8A;VAV3;ABCC3;HELLS;ABCC1;TPI1;CKAP2;KIF22;GFRA3;MMP9;NME1;MMP12;CCNA2;MMP11;GPRC5A;PKM;CDCP1;SAPCD2;INCENP;SCGB2A1;CKS2;IRF7;SLC29A4;BIRC5;DSG2;KIF2C;DTL;GAPDH;TRABD;PCNA;UHRF1;TMPRSS4;LEF1;IFI6;TTK;HMGCR;TYMS;COX5A;ASCL2;AURKB;AURKA;NKD2;CST1;MUC1;ERBB3;EPCAM;POLD1;SPP1;E2F1;E2F3;BUB1;CTHRC1;NQO1;EGLN3;MARCKSL1;RRM2;CENPX;CDKN2A;GDF15;BNIP3;PPP1CA;RAD51;KRT18;CENPH;SCD;KIF26B;F2RL1;PTPN6;HDGF;P4HB;APBA2;CDKN3;FOXA2;MAD2L1
Primary malignant neoplasm of lung	184/2268	2.90904994952346e-17	8.33297358040994e-15	184	0.0811287477954145	FOXA1;TFRC;GOLT1A;BUB1B;MSI1;ENO1;AQP5;CXCL14;SAT1;TM7SF2;CDC20;LAPTM4B;SOX17;PTTG1;CDH1;CHEK2;STMN1;RPS6KA1;CHEK1;PCLAF;NEK2;KPNA2;PITX1;SOX4;MFSD2A;EPHA7;CXADR;S100A2;KRT8;MOGS;CDC25C;SGO1;MYCN;CLDN7;TIMELESS;CHMP4C;JTB;MT1G;PKP3;PRR11;XPR1;IDO1;SLC27A4;FBN2;LRRC59;DNMT1;SHMT2;DLX5;CDCA5;TACSTD2;CDCA8;PIK3R3;TGFA;MST1R;IQGAP3;CCNB2;PORCN;CCNB1;EBP;LDHA;RACGAP1;MYO6;EIF4EBP1;PMAIP1;SFN;CLSPN;PROM1;S100A11;SLC19A1;MAP2K6;TFAP2A;ST14;CHKA;UBE2C;NEK6;SLC52A2;PLK1;IDH2;HMGA1;TNFRSF10B;CDC6;TMPRSS13;NDC80;SMARCA4;GGCT;ANLN;TPX2;EFNA3;CDK5;UBE2S;FASN;KIF4A;NMU;CDK1;SDC1;DHCR7;CD24;EZH2;TOP2A;PIGR;FEN1;CITED4;KIF14;LPCAT1;SLC2A1;ADM;FOXM1;HK2;EXO1;MDK;PPP1R13L;PSD4;ZIC1;NUF2;PBK;DNMT3B;AMH;DSP;COX8A;ABCC3;ABCC1;KIF23;KIF22;MMP9;NME1;MMP12;CCNA1;GPRC5A;PKM;CDCP1;TRAF4;ESPL1;TBC1D7;IRF7;BIRC5;KIF2C;GAPDH;CSTB;DTYMK;PCNA;TMPRSS4;GCNT1;LEF1;TYMS;COX5A;AURKB;AURKA;RECQL4;MUC1;CDC45;RAB25;ERBB3;EPCAM;POLD1;UCP2;MARVELD3;NSD2;SPP1;E2F1;E2F2;E2F3;BUB1;SPDEF;E2F8;GINS1;NQO1;EGLN3;MARCKSL1;CENPW;SPAG5;CDKN2A;GDF15;BNIP3;GRHL2;PPP1CA;RAD51;KRT18;SCD;F2RL1;HDGF;NECTIN4;FOXA2;MAD2L1;NECTIN1
Colonic Neoplasms	89/778	7.71468331747494e-17	2.10463908218162e-14	89	0.11439588688946	TOP2A;PIGR;SLC2A1;ADM;ENO1;MKI67;SAT1;HAPLN1;HK2;LAPTM4B;MECOM;MDK;CDH1;CASP6;CHEK2;CHEK1;DNMT3B;NRCAM;CA8;KPNA2;PRSS2;CEP55;TPD52;ABCC1;CXADR;LSR;KIF22;MMP9;NME1;MMP12;SGO1;CEACAM1;PKM;ESRP1;CLDN7;MT1F;BIRC5;MT1G;MT1H;GAPDH;DSC2;MCM2;DNMT1;DTYMK;PCNA;UHRF1;LEF1;TACSTD2;TGFA;LPAR2;MST1R;TYMS;ASCL2;AURKA;BCL2L12;CCNB1;CST1;MUC1;ORC6;RAB25;ERBB3;EPCAM;POLD1;UCP2;SPP1;E2F1;MAP7;PROM1;SLC19A1;SPDEF;MAP2K6;STRA6;TFAP2A;NQO1;CHKA;UBE2C;CDKN2A;XRCC2;SLC52A2;PLK1;TNFRSF10B;ZDHHC9;SCD;FASN;FGF19;FGF18;GNAS;F2RL1;CALR
Prostate carcinoma	231/3145	1.1755226903967e-16	3.06116795149213e-14	231	0.073449920508744	JPT1;FAAH;TFRC;SPINT2;ENO1;AQP5;MKI67;SMC4;PNP;CREB3L4;CHEK2;STMN1;RPS6KA1;CHEK1;PCLAF;RCC1;PRSS8;PRSS2;SOX4;MCCC2;HES6;EPHA7;CXADR;SYTL1;KRT8;SLC5A6;SULT2B1;CLDN4;CLDN3;SPINT1;TMEM79;JTB;MT1G;TRIB3;PIF1;IGSF8;PIK3R3;TGFA;MST1R;SKA3;HSD11B2;TRPM2;LDHA;STC2;MYO6;SFN;PROM1;S100A11;PROM2;TRPM4;PLK4;ST14;CADM4;CHKA;PLK1;PYCR1;CDC6;ZWINT;SMARCA4;SQLE;TPX2;SLC6A8;FASN;SDC1;PSMG1;CALR;CD24;EZH2;TOP2A;FEN1;KIF14;LPCAT1;ADM;TUBA1C;CHAF1A;MECOM;NUF2;FLVCR1;PBK;RAC3;DLGAP5;CEP55;COX8A;VAV3;SREBF1;KIF22;NME1;VAMP8;MMP11;SLC7A5;CEACAM1;GPRC5A;CDCP1;TMSB15A;DEPDC1;ANGPTL4;DTYMK;PCNA;GCNT1;TMPRSS2;TYMS;SLC7A1;COX5A;RECQL4;ARVCF;EPCAM;NSD2;SPP1;GCNT2;SPDEF;GINS1;NQO1;EGLN3;GOLM1;CDKN2A;GDF15;GAD1;ATAD2;GSR;KLK14;GRHL2;CENPE;CENPF;KRT18;FABP5;F2RL1;HDGF;CDKN3;FOXA2;FOXA1;STEAP3;CXCL14;SAT1;TM7SF2;LAPTM4B;PTTG1;CDH1;KPNA2;PITX1;SLC16A3;LARGE2;SLC39A4;TPD52;S100A2;CDC25C;CDC25A;SGO1;MELK;MYCN;DSC2;XPR1;ABCG1;LRRC59;PFKFB4;DNMT1;TACSTD2;ITPR3;HMMR;HOXB13;TRPM2-AS;CCNB1;EBP;EIF4EBP1;PMAIP1;TFAP2A;UBE2C;SLC52A2;CBX2;IDH1;SRD5A3;HMGA1;TNFRSF10B;TMPRSS13;MT3;GGCT;TP53I3;DIAPH3;CDK5;UBE2T;FGF19;GNAS;CDK1;TCF3;DHCR7;MCM7;SLC2A1;DBI;FOXM1;SLC2A6;HK2;EXO1;MDK;PPP1R13L;DNMT3B;CA9;AMH;ABCC3;ABCC1;MMP9;CCNA2;CCNA1;ASPM;PKM;ELF3;BIRC5;DSG2;GAPDH;MCM2;SLC47A1;UHRF1;LEF1;HMGCR;AURKB;AURKA;MUC1;MIEN1;ERBB3;E2F1;E2F2;E2F3;BUB1;MARCKSL1;RRM2;SPAG5;BNIP3;TSPAN13;RAD51;MLPH;PSAT1;SCD;PTPN6
